Województwo,Przestępstwo,Kwartał,Rok,Liczba
LUBUSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,1408.0
ŁÓDZKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,1682.0
MAŁOPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,2757.0
MAZOWIECKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,4266.0
OPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,703.0
PODKARPACKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,1243.0
PODLASKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,798.0
POMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,6079.0
ŚLĄSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,3822.0
ŚWIĘTOKRZYSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,817.0
WARMIŃSKO-MAZURSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,1369.0
WIELKOPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,2534.0
ZACHODNIOPOMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2020,1896.0
POLSKA,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,35672.0
DOLNOŚLĄSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,3350.0
KUJAWSKO-POMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,1857.0
LUBELSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,1615.0
LUBUSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,1411.0
ŁÓDZKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,1777.0
MAŁOPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,2965.0
MAZOWIECKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,4068.0
OPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,801.0
PODKARPACKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,1340.0
PODLASKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,713.0
POMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,2781.0
ŚLĄSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,3938.0
ŚWIĘTOKRZYSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,906.0
WARMIŃSKO-MAZURSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,1253.0
WIELKOPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,2641.0
ZACHODNIOPOMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2021,4256.0
POLSKA,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,34409.0
DOLNOŚLĄSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,3407.0
KUJAWSKO-POMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,1679.0
LUBELSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,1590.0
LUBUSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,1502.0
ŁÓDZKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,1587.0
MAŁOPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,4026.0
MAZOWIECKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,3955.0
OPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,765.0
PODKARPACKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,1262.0
PODLASKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,662.0
POMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,2763.0
ŚLĄSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,3970.0
ŚWIĘTOKRZYSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,869.0
WARMIŃSKO-MAZURSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,1228.0
WIELKOPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,2567.0
ZACHODNIOPOMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2022,2577.0
POLSKA,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,34452.0
DOLNOŚLĄSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,3026.0
KUJAWSKO-POMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,1803.0
LUBELSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,1499.0
LUBUSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,1312.0
ŁÓDZKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,1620.0
MAŁOPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,2510.0
MAZOWIECKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,3717.0
OPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,637.0
PODKARPACKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,1234.0
PODLASKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,649.0
POMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,5983.0
ŚLĄSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,3865.0
ŚWIĘTOKRZYSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,864.0
WARMIŃSKO-MAZURSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,1195.0
WIELKOPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,2610.0
ZACHODNIOPOMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2023,1928.0
POLSKA,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,30389.0
DOLNOŚLĄSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,2978.0
KUJAWSKO-POMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,1739.0
LUBELSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,1640.0
LUBUSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,1318.0
ŁÓDZKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,1615.0
MAŁOPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,2756.0
MAZOWIECKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,3728.0
OPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,670.0
PODKARPACKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,1283.0
PODLASKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,583.0
POMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,1957.0
ŚLĄSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,3717.0
ŚWIĘTOKRZYSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,734.0
WARMIŃSKO-MAZURSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,1155.0
WIELKOPOLSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,2683.0
ZACHODNIOPOMORSKIE,"przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem",rok,2024,1833.0
POLSKA,przeciwko wolności i wolności sumienia razem,rok,2016,
DOLNOŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
KUJAWSKO-POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
LUBELSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
LUBUSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
ŁÓDZKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
MAŁOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
MAZOWIECKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
OPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
PODKARPACKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
PODLASKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
ŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
ŚWIĘTOKRZYSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
WARMIŃSKO-MAZURSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
WIELKOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
ZACHODNIOPOMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2016,
POLSKA,przeciwko wolności i wolności sumienia razem,rok,2017,
DOLNOŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
KUJAWSKO-POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
LUBELSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
LUBUSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
ŁÓDZKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
MAŁOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
MAZOWIECKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
OPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
PODKARPACKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
PODLASKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
ŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
ŚWIĘTOKRZYSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
WARMIŃSKO-MAZURSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
WIELKOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
ZACHODNIOPOMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2017,
POLSKA,przeciwko wolności i wolności sumienia razem,rok,2018,
DOLNOŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
KUJAWSKO-POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
LUBELSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
LUBUSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
ŁÓDZKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
MAŁOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
MAZOWIECKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
OPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
PODKARPACKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
PODLASKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
ŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
ŚWIĘTOKRZYSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
WARMIŃSKO-MAZURSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
WIELKOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
ZACHODNIOPOMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2018,
POLSKA,przeciwko wolności i wolności sumienia razem,rok,2019,
DOLNOŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
KUJAWSKO-POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
LUBELSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
LUBUSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
ŁÓDZKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
MAŁOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
MAZOWIECKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
OPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
PODKARPACKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
PODLASKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
ŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
ŚWIĘTOKRZYSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
WARMIŃSKO-MAZURSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
WIELKOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
ZACHODNIOPOMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2019,
POLSKA,przeciwko wolności i wolności sumienia razem,rok,2020,27693.0
DOLNOŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,3001.0
KUJAWSKO-POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,1599.0
LUBELSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,1464.0
LUBUSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,1283.0
ŁÓDZKIE,przeciwko wolności i wolności sumienia razem,rok,2020,1471.0
MAŁOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,2417.0
MAZOWIECKIE,przeciwko wolności i wolności sumienia razem,rok,2020,3277.0
OPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,628.0
PODKARPACKIE,przeciwko wolności i wolności sumienia razem,rok,2020,1100.0
PODLASKIE,przeciwko wolności i wolności sumienia razem,rok,2020,705.0
POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,1750.0
ŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,3214.0
ŚWIĘTOKRZYSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,690.0
WARMIŃSKO-MAZURSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,1177.0
WIELKOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,2250.0
ZACHODNIOPOMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2020,1667.0
POLSKA,przeciwko wolności i wolności sumienia razem,rok,2021,27784.0
DOLNOŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,3018.0
KUJAWSKO-POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,1574.0
LUBELSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,1300.0
LUBUSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,1216.0
ŁÓDZKIE,przeciwko wolności i wolności sumienia razem,rok,2021,1519.0
MAŁOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,2213.0
MAZOWIECKIE,przeciwko wolności i wolności sumienia razem,rok,2021,3426.0
OPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,707.0
PODKARPACKIE,przeciwko wolności i wolności sumienia razem,rok,2021,1175.0
PODLASKIE,przeciwko wolności i wolności sumienia razem,rok,2021,631.0
POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,1833.0
ŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,3262.0
ŚWIĘTOKRZYSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,794.0
WARMIŃSKO-MAZURSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,1070.0
WIELKOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,2286.0
ZACHODNIOPOMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2021,1760.0
POLSKA,przeciwko wolności i wolności sumienia razem,rok,2022,26617.0
DOLNOŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,2949.0
KUJAWSKO-POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,1408.0
LUBELSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,1334.0
LUBUSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,1137.0
ŁÓDZKIE,przeciwko wolności i wolności sumienia razem,rok,2022,1345.0
MAŁOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,2078.0
MAZOWIECKIE,przeciwko wolności i wolności sumienia razem,rok,2022,3336.0
OPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,667.0
PODKARPACKIE,przeciwko wolności i wolności sumienia razem,rok,2022,1077.0
PODLASKIE,przeciwko wolności i wolności sumienia razem,rok,2022,586.0
POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,1894.0
ŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,3270.0
ŚWIĘTOKRZYSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,732.0
WARMIŃSKO-MAZURSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,1042.0
WIELKOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,2191.0
ZACHODNIOPOMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2022,1571.0
POLSKA,przeciwko wolności i wolności sumienia razem,rok,2023,25599.0
DOLNOŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,2654.0
KUJAWSKO-POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,1546.0
LUBELSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,1249.0
LUBUSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,1204.0
ŁÓDZKIE,przeciwko wolności i wolności sumienia razem,rok,2023,1296.0
MAŁOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,2108.0
MAZOWIECKIE,przeciwko wolności i wolności sumienia razem,rok,2023,3246.0
OPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,553.0
PODKARPACKIE,przeciwko wolności i wolności sumienia razem,rok,2023,1008.0
PODLASKIE,przeciwko wolności i wolności sumienia razem,rok,2023,546.0
POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,1584.0
ŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,3244.0
ŚWIĘTOKRZYSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,745.0
WARMIŃSKO-MAZURSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,1009.0
WIELKOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,2211.0
ZACHODNIOPOMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2023,1396.0
POLSKA,przeciwko wolności i wolności sumienia razem,rok,2024,25890.0
DOLNOŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,2628.0
KUJAWSKO-POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,1497.0
LUBELSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,1409.0
LUBUSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,1155.0
ŁÓDZKIE,przeciwko wolności i wolności sumienia razem,rok,2024,1402.0
MAŁOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,2336.0
MAZOWIECKIE,przeciwko wolności i wolności sumienia razem,rok,2024,3228.0
OPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,569.0
PODKARPACKIE,przeciwko wolności i wolności sumienia razem,rok,2024,1018.0
PODLASKIE,przeciwko wolności i wolności sumienia razem,rok,2024,462.0
POMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,1536.0
ŚLĄSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,3200.0
ŚWIĘTOKRZYSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,650.0
WARMIŃSKO-MAZURSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,963.0
WIELKOPOLSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,2275.0
ZACHODNIOPOMORSKIE,przeciwko wolności i wolności sumienia razem,rok,2024,1562.0
POLSKA,przeciwko wolności,rok,2016,
DOLNOŚLĄSKIE,przeciwko wolności,rok,2016,
KUJAWSKO-POMORSKIE,przeciwko wolności,rok,2016,
LUBELSKIE,przeciwko wolności,rok,2016,
LUBUSKIE,przeciwko wolności,rok,2016,
ŁÓDZKIE,przeciwko wolności,rok,2016,
MAŁOPOLSKIE,przeciwko wolności,rok,2016,
MAZOWIECKIE,przeciwko wolności,rok,2016,
OPOLSKIE,przeciwko wolności,rok,2016,
PODKARPACKIE,przeciwko wolności,rok,2016,
PODLASKIE,przeciwko wolności,rok,2016,
POMORSKIE,przeciwko wolności,rok,2016,
ŚLĄSKIE,przeciwko wolności,rok,2016,
ŚWIĘTOKRZYSKIE,przeciwko wolności,rok,2016,
WARMIŃSKO-MAZURSKIE,przeciwko wolności,rok,2016,
WIELKOPOLSKIE,przeciwko wolności,rok,2016,
ZACHODNIOPOMORSKIE,przeciwko wolności,rok,2016,
POLSKA,przeciwko wolności,rok,2017,
DOLNOŚLĄSKIE,przeciwko wolności,rok,2017,
KUJAWSKO-POMORSKIE,przeciwko wolności,rok,2017,
LUBELSKIE,przeciwko wolności,rok,2017,
LUBUSKIE,przeciwko wolności,rok,2017,
ŁÓDZKIE,przeciwko wolności,rok,2017,
MAŁOPOLSKIE,przeciwko wolności,rok,2017,
MAZOWIECKIE,przeciwko wolności,rok,2017,
OPOLSKIE,przeciwko wolności,rok,2017,
PODKARPACKIE,przeciwko wolności,rok,2017,
PODLASKIE,przeciwko wolności,rok,2017,
POMORSKIE,przeciwko wolności,rok,2017,
ŚLĄSKIE,przeciwko wolności,rok,2017,
ŚWIĘTOKRZYSKIE,przeciwko wolności,rok,2017,
WARMIŃSKO-MAZURSKIE,przeciwko wolności,rok,2017,
WIELKOPOLSKIE,przeciwko wolności,rok,2017,
ZACHODNIOPOMORSKIE,przeciwko wolności,rok,2017,
POLSKA,przeciwko wolności,rok,2018,
DOLNOŚLĄSKIE,przeciwko wolności,rok,2018,
KUJAWSKO-POMORSKIE,przeciwko wolności,rok,2018,
LUBELSKIE,przeciwko wolności,rok,2018,
LUBUSKIE,przeciwko wolności,rok,2018,
ŁÓDZKIE,przeciwko wolności,rok,2018,
MAŁOPOLSKIE,przeciwko wolności,rok,2018,
MAZOWIECKIE,przeciwko wolności,rok,2018,
OPOLSKIE,przeciwko wolności,rok,2018,
PODKARPACKIE,przeciwko wolności,rok,2018,
PODLASKIE,przeciwko wolności,rok,2018,
POMORSKIE,przeciwko wolności,rok,2018,
ŚLĄSKIE,przeciwko wolności,rok,2018,
ŚWIĘTOKRZYSKIE,przeciwko wolności,rok,2018,
WARMIŃSKO-MAZURSKIE,przeciwko wolności,rok,2018,
WIELKOPOLSKIE,przeciwko wolności,rok,2018,
ZACHODNIOPOMORSKIE,przeciwko wolności,rok,2018,
POLSKA,przeciwko wolności,rok,2019,
DOLNOŚLĄSKIE,przeciwko wolności,rok,2019,
KUJAWSKO-POMORSKIE,przeciwko wolności,rok,2019,
LUBELSKIE,przeciwko wolności,rok,2019,
LUBUSKIE,przeciwko wolności,rok,2019,
ŁÓDZKIE,przeciwko wolności,rok,2019,
MAŁOPOLSKIE,przeciwko wolności,rok,2019,
MAZOWIECKIE,przeciwko wolności,rok,2019,
OPOLSKIE,przeciwko wolności,rok,2019,
PODKARPACKIE,przeciwko wolności,rok,2019,
PODLASKIE,przeciwko wolności,rok,2019,
POMORSKIE,przeciwko wolności,rok,2019,
ŚLĄSKIE,przeciwko wolności,rok,2019,
ŚWIĘTOKRZYSKIE,przeciwko wolności,rok,2019,
WARMIŃSKO-MAZURSKIE,przeciwko wolności,rok,2019,
WIELKOPOLSKIE,przeciwko wolności,rok,2019,
ZACHODNIOPOMORSKIE,przeciwko wolności,rok,2019,
POLSKA,przeciwko wolności,rok,2020,27582.0
DOLNOŚLĄSKIE,przeciwko wolności,rok,2020,2994.0
KUJAWSKO-POMORSKIE,przeciwko wolności,rok,2020,1590.0
LUBELSKIE,przeciwko wolności,rok,2020,1459.0
LUBUSKIE,przeciwko wolności,rok,2020,1280.0
ŁÓDZKIE,przeciwko wolności,rok,2020,1467.0
MAŁOPOLSKIE,przeciwko wolności,rok,2020,2402.0
MAZOWIECKIE,przeciwko wolności,rok,2020,3257.0
OPOLSKIE,przeciwko wolności,rok,2020,620.0
PODKARPACKIE,przeciwko wolności,rok,2020,1096.0
PODLASKIE,przeciwko wolności,rok,2020,700.0
POMORSKIE,przeciwko wolności,rok,2020,1747.0
ŚLĄSKIE,przeciwko wolności,rok,2020,3201.0
ŚWIĘTOKRZYSKIE,przeciwko wolności,rok,2020,690.0
WARMIŃSKO-MAZURSKIE,przeciwko wolności,rok,2020,1173.0
WIELKOPOLSKIE,przeciwko wolności,rok,2020,2246.0
ZACHODNIOPOMORSKIE,przeciwko wolności,rok,2020,1660.0
POLSKA,przeciwko wolności,rok,2021,27663.0
DOLNOŚLĄSKIE,przeciwko wolności,rok,2021,3011.0
KUJAWSKO-POMORSKIE,przeciwko wolności,rok,2021,1566.0
LUBELSKIE,przeciwko wolności,rok,2021,1296.0
LUBUSKIE,przeciwko wolności,rok,2021,1213.0
ŁÓDZKIE,przeciwko wolności,rok,2021,1516.0
MAŁOPOLSKIE,przeciwko wolności,rok,2021,2207.0
MAZOWIECKIE,przeciwko wolności,rok,2021,3401.0
OPOLSKIE,przeciwko wolności,rok,2021,701.0
PODKARPACKIE,przeciwko wolności,rok,2021,1169.0
PODLASKIE,przeciwko wolności,rok,2021,627.0
POMORSKIE,przeciwko wolności,rok,2021,1824.0
ŚLĄSKIE,przeciwko wolności,rok,2021,3249.0
ŚWIĘTOKRZYSKIE,przeciwko wolności,rok,2021,792.0
WARMIŃSKO-MAZURSKIE,przeciwko wolności,rok,2021,1068.0
WIELKOPOLSKIE,przeciwko wolności,rok,2021,2284.0
ZACHODNIOPOMORSKIE,przeciwko wolności,rok,2021,1739.0
POLSKA,przeciwko wolności,rok,2022,26540.0
DOLNOŚLĄSKIE,przeciwko wolności,rok,2022,2945.0
KUJAWSKO-POMORSKIE,przeciwko wolności,rok,2022,1405.0
LUBELSKIE,przeciwko wolności,rok,2022,1325.0
LUBUSKIE,przeciwko wolności,rok,2022,1135.0
